City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
294,Naryan-Mar,67.6713,53.087,11.84,87,100,7.85,RU,1669060114
295,Lagoa,39.05,-27.9833,64.51,91,96,29.1,PT,1669059910
296,Beaupré,47.0443,-70.8953,20.89,73,100,4.61,CA,1669060115
297,Makakilo City,21.3469,-158.0858,79.12,56,0,18.41,US,1669060115
298,Razdol'noye,43.55,131.9167,19.81,70,1,2.89,RU,1669060116
299,La Palma,33.8464,-118.0467,77.5,17,75,5.75,US,1669060117
300,Katherine,-14.4667,132.2667,77.32,88,100,5.75,AU,1669060117
301,Khovd,48.0056,91.6419,22.24,48,96,6.6,MN,1669060118
302,Gazli,40.1333,63.45,52.47,58,27,6.6,UZ,1669060118
303,Ribeira Brava,32.65,-17.0667,68.72,78,36,3.06,PT,1669060118
304,Esperance,-33.8667,121.9,52.12,79,0,10.78,AU,1669060119
305,Taoudenni,22.6783,-3.9836,71.04,22,0,13.33,ML,1669060120
306,Eirunepé,-6.6603,-69.8736,90.37,54,95,4.59,BR,1669060120
307,Yarim,14.298,44.3779,49.82,57,3,8.7,YE,1669060121
308,Paracuru,-3.41,-39.0306,81.1,74,85,15.5,BR,1669060121
309,Jhelum,32.9331,73.7264,60.17,37,47,4.59,PK,1669060122
310,Bambous Virieux,-20.3428,57.7575,74.21,83,20,4.61,MU,1669060122
311,Mount Isa,-20.7333,139.5,76.77,20,100,10.36,AU,1669059981
312,Bassano,50.7834,-112.4685,34.29,79,3,5.41,CA,1669060123
313,Imbituba,-28.24,-48.6703,76.3,74,100,18.14,BR,1669060123
314,Pāvilosta,56.8879,21.1859,28.31,80,100,14.16,LV,1669060124
315,Lata,40.1629,-8.3327,58.82,85,100,5.73,PT,1669060124
316,Comodoro Rivadavia,-45.8667,-67.5,82.26,8,0,14.97,AR,1669060125
317,Yerofey Pavlovich,53.9667,121.9667,-7.83,97,10,2.55,RU,1669060125
318,Talcahuano,-36.7167,-73.1167,73.08,43,0,20.71,CL,1669059916
319,Rāmkola,26.9042,83.8411,62.73,58,0,6.02,IN,1669060126
320,Evensk,61.95,159.2333,13.68,69,100,16.31,RU,1669060126
321,Corpus Christi,27.8006,-97.3964,48.22,91,100,18.41,US,1669059914
322,Awjilah,29.1081,21.2869,62.38,69,0,11.07,LY,1669060127
323,Bonfim,3.0833,-59.95,88.11,52,54,9.24,BR,1669060127
324,Hofn,64.2539,-15.2082,42.82,81,75,6.91,IS,1669060128
325,Oussouye,12.485,-16.5469,84.29,50,42,2.89,SN,1669060128
326,Bodden Town,19.2833,-81.25,87.01,71,40,11.5,KY,1669060128
327,Vao,-22.6667,167.4833,76.48,82,52,10.71,NC,1669060129
328,Dicamay,16.7561,122.0037,71.24,96,100,1.5,PH,1669060129
329,Yichun,47.7,128.9,6.62,87,5,3.0,CN,1669060130
330,Caravelas,-17.7125,-39.2481,72.46,91,100,7.02,BR,1669060130
331,Lavrentiya,65.5833,-171.0,12.25,74,100,18.86,RU,1669060130
332,Saint-Pierre,-21.3393,55.4781,73.08,78,0,2.3,RE,1669060131
333,Moses Lake,47.1301,-119.2781,32.88,74,0,0.0,US,1669060131
334,Adrar,20.5022,-10.0711,71.47,16,0,12.03,MR,1669060131
335,Provideniya,64.3833,-173.3,8.76,95,100,11.07,RU,1669060132
336,Port Macquarie,-31.4333,152.9167,60.89,46,3,10.71,AU,1669060132
337,Khani,41.9563,42.9566,53.17,52,100,8.01,GE,1669060132
338,Dudinka,69.4058,86.1778,-36.58,100,88,2.51,RU,1669060133
339,Puerto Baquerizo Moreno,-0.9,-89.6,76.19,73,20,14.97,EC,1669060133
340,Mackay,-21.15,149.2,76.68,85,100,5.5,AU,1669060134
341,Salina,38.8403,-97.6114,59.31,26,0,3.44,US,1669059958
342,Tateyama,34.9833,139.8667,60.73,86,7,8.34,JP,1669060134
343,Nazareno,25.3833,-103.4167,58.51,51,57,5.03,MX,1669060135
344,Jaen,38.0,-3.5,54.91,81,100,20.98,ES,1669060135
345,Alcúdia,39.8532,3.1214,66.25,75,100,25.99,ES,1669060135
346,Sibolga,1.7427,98.7792,74.39,90,71,2.42,ID,1669060136
347,Pisco,-13.7,-76.2167,68.05,83,20,12.66,PE,1669060136
348,Sitka,57.0531,-135.33,46.29,76,100,17.27,US,1669060136
349,Mabaruma,8.2,-59.7833,81.05,77,72,4.65,GY,1669060137
350,Zatoka,46.0725,30.4654,43.93,83,100,17.83,UA,1669060137
351,Luau,-10.7073,22.2247,64.22,98,100,7.52,AO,1669060137
352,Atambua,-9.1061,124.8925,75.7,84,100,0.98,ID,1669060138
353,El Alto,-4.2714,-81.2147,74.86,67,20,12.53,PE,1669060138
354,Ulaanbaatar,47.9077,106.8832,-2.07,78,40,2.24,MN,1669060139
355,Wamba,8.9333,8.6,76.86,35,77,4.0,NG,1669060139
356,Inongo,-1.95,18.2667,69.49,96,72,3.87,CD,1669060139
357,Auki,-8.7676,160.7034,78.98,80,22,4.09,SB,1669060140
358,Goderich,43.7501,-81.7165,39.9,60,87,23.02,CA,1669060140
359,Doha,25.2867,51.5333,73.38,57,0,5.75,QA,1669059975
360,Mahanoro,-19.9,48.8,73.36,92,55,8.52,MG,1669060140
361,Kintampo,8.0563,-1.7306,77.94,33,21,2.86,GH,1669060141
362,Miandrivazo,-19.5167,45.4667,76.35,76,0,2.73,MG,1669060142
363,Ola,59.5833,151.2833,25.14,93,100,11.92,RU,1669060142
364,Assiut,27.181,31.1837,69.98,32,5,7.47,EG,1669060142
365,Zhumadian,32.9794,114.0294,51.17,94,100,12.48,CN,1669060143
366,Ha Giang,22.8333,104.9833,72.43,93,99,1.81,VN,1669060049
367,Kultuk,51.7208,103.6956,13.95,94,92,2.95,RU,1669060143
368,Severo-Kuril'sk,50.6789,156.125,41.07,85,100,19.35,RU,1669060144
369,Villefontaine,45.6125,5.1456,47.66,87,75,14.97,FR,1669060144
370,Narsaq,60.9167,-46.05,23.22,89,14,5.86,GL,1669060145
371,Petropavlovsk-Kamchatskiy,53.0452,158.6483,23.59,93,100,2.24,RU,1669060145
372,Laas,46.6166,10.7002,41.88,79,70,3.94,IT,1669060146
373,Alice Town,25.7167,-79.3,77.47,84,91,17.02,BS,1669060146
374,Sampit,-2.5333,112.95,75.42,96,99,1.61,ID,1669060147
375,Biak,-0.9131,122.8766,77.5,82,100,0.87,ID,1669060147
376,Keansburg,40.4418,-74.1299,44.33,29,0,11.01,US,1669059913
377,Luwuk,-0.9516,122.7875,78.6,84,100,1.77,ID,1669060148
378,Perth,-31.9333,115.8333,68.34,51,0,21.85,AU,1669059903
379,San Cristobal,7.7669,-72.225,73.58,80,94,1.21,VE,1669060026
380,Bachatskiy,54.2927,86.1285,12.31,76,100,6.38,RU,1669060148
381,Burns Lake,54.2331,-125.7533,27.82,93,100,5.08,CA,1669060149
382,Skibbereen,51.55,-9.2667,49.1,82,100,31.79,IE,1669060149
383,Luziânia,-16.2525,-47.9503,71.29,48,81,6.96,BR,1669060150
384,Santa Fe,-31.6333,-60.7,79.56,30,74,11.56,AR,1669060150
385,Nouadhibou,20.931,-17.0347,75.18,53,0,5.75,MR,1669060151
386,Stephenville,32.2207,-98.2023,50.86,76,100,3.44,US,1669060151
387,Victor Harbor,-35.5667,138.6167,51.67,71,90,12.57,AU,1669060151
388,Hong Kong,22.2855,114.1577,75.38,87,100,18.01,HK,1669059883
389,Kuminskiy,58.6667,66.5667,19.44,93,96,9.33,RU,1669060152
390,Hokitika,-42.7167,170.9667,56.59,81,100,11.39,NZ,1669060152
391,Torit,4.4133,32.5678,77.41,54,60,1.52,SS,1669060153
392,Jaicós,-7.3592,-41.1378,92.64,28,91,7.36,BR,1669060153
393,Prome,18.8167,95.2167,70.93,71,1,5.3,MM,1669060154
394,Fallon,39.4735,-118.7774,45.91,44,75,0.0,US,1669060154
395,Fuyu,45.1833,124.8167,20.32,52,0,5.23,CN,1669060155
396,Curup,-3.4667,102.5333,65.08,95,49,1.59,ID,1669060155
397,Siguiri,11.6667,-9.5,79.88,24,100,5.23,GN,1669060156
398,Safford,32.834,-109.7076,57.11,35,0,5.75,US,1669060156
399,Eyl,7.9803,49.8164,77.47,66,92,18.16,SO,1669060156
400,Constitución,-35.3333,-72.4167,68.47,50,2,18.84,CL,1669060113
401,Tāybād,34.74,60.7756,51.01,46,0,4.45,IR,1669060157
402,Piatra Neamţ,46.9167,26.3333,35.24,80,100,1.9,RO,1669060157
403,Redlands,34.0556,-117.1825,73.18,15,40,0.0,US,1669060003
404,Half Moon Bay,37.4636,-122.4286,65.82,41,0,6.91,US,1669059993
405,Dubbo,-32.25,148.6167,46.53,81,0,10.36,AU,1669060111
406,Kununurra,-15.7667,128.7333,76.98,88,75,4.61,AU,1669060159
407,Krasnokamsk,58.0802,55.7541,12.36,92,100,3.51,RU,1669060159
408,Los Llanos de Aridane,28.6585,-17.9182,67.75,78,75,10.36,ES,1669060160
409,Porangatu,-13.4408,-49.1486,85.33,55,64,2.86,BR,1669060160
410,Tessalit,20.1986,1.0114,71.73,14,97,11.68,ML,1669060161
411,Guiratinga,-16.3494,-53.7583,77.22,67,100,9.55,BR,1669060161
412,Talara,-4.5772,-81.2719,77.76,57,0,12.66,PE,1669060161
413,Gunjur,13.2019,-16.7339,82.47,61,39,2.3,GM,1669060162
414,Polunochnoye,60.8697,60.4153,10.53,95,85,5.53,RU,1669060162
415,São Miguel do Araguaia,-13.275,-50.1628,83.23,60,98,1.25,BR,1669060163
416,Ahome,25.9167,-109.1833,79.11,33,30,8.68,MX,1669060163
417,Pevek,69.7008,170.3133,-7.96,97,100,11.79,RU,1669060164
418,Caucayá,-0.1934,-74.7819,87.22,59,94,3.91,CO,1669060164
419,Las Matas de Farfán,18.8731,-71.5166,85.8,44,23,0.25,DO,1669060164
420,Elizabeth City,36.2946,-76.2511,53.62,58,0,8.05,US,1669060061
421,Goedereede,51.8175,3.9806,46.06,89,100,5.99,NL,1669060165
422,Pangnirtung,66.1451,-65.7125,6.8,36,40,0.0,CA,1669059935
423,Ayan,56.45,138.1667,13.21,68,100,15.05,RU,1669060166
424,Pointe Michel,15.25,-61.3833,77.94,83,75,5.75,DM,1669060167
425,College,64.8569,-147.8028,16.59,88,75,0.0,US,1669060167
426,Denpasar,-8.65,115.2167,80.26,88,20,8.05,ID,1669060130
427,Kirksville,40.1948,-92.5833,53.06,34,0,5.75,US,1669059868
428,Igrim,63.1906,64.4162,1.2,85,99,10.47,RU,1669060168
429,Shenjiamen,29.9576,122.298,64.98,84,91,9.15,CN,1669060168
430,Rio Claro,-22.4114,-47.5614,84.99,35,80,3.8,BR,1669060023
431,Bay Roberts,47.5999,-53.2648,36.34,74,100,18.01,CA,1669060169
432,Nanortalik,60.1432,-45.2371,24.03,85,41,10.07,GL,1669060169
433,Morant Bay,17.8815,-76.4093,89.22,65,96,10.09,JM,1669060170
434,Gorontalo,0.5412,123.0595,76.71,89,100,1.21,ID,1669060170
435,Ponta Delgada,37.7333,-25.6667,68.5,88,75,17.27,PT,1669060170
436,Henties Bay,-22.116,14.2845,62.42,80,6,9.19,NA,1669060171
437,Barranca,-10.75,-77.7667,68.97,72,33,10.2,PE,1669060171
438,Gold Coast,-28.0,153.4333,72.18,63,99,9.22,AU,1669059900
439,Acaraú,-2.8856,-40.12,81.95,70,100,18.59,BR,1669060171
440,Moindou,-21.6924,165.677,79.14,74,1,4.14,NC,1669060172
441,Tuatapere,-46.1333,167.6833,55.51,80,63,6.06,NZ,1669060074
442,Katsuura,35.1333,140.3,59.77,89,16,8.77,JP,1669059997
443,Obihiro,42.9172,143.2044,44.73,86,41,9.86,JP,1669060172
444,Ambérieu-en-Bugey,45.9589,5.3432,48.18,94,100,8.81,FR,1669060173
445,Ust-Nera,64.5667,143.2,-8.37,99,100,3.15,RU,1669060173
446,Safaga,26.7292,33.9365,75.79,59,2,2.48,EG,1669060173
447,Ossora,59.2353,163.0719,19.47,92,100,4.5,RU,1669060174
448,Bacolod City,10.6667,122.95,77.18,83,89,2.73,PH,1669060174
449,Nikki,9.9401,3.2108,76.82,28,27,3.76,BJ,1669060175
450,Wukari,7.85,9.7833,79.39,31,95,2.93,NG,1669060175
451,Yangjiang,21.85,111.9667,72.05,96,100,4.47,CN,1669059904
452,Marzuq,14.4,46.4667,64.9,47,94,5.53,YE,1669060176
453,Vila,42.0304,-8.1588,43.68,91,96,6.96,PT,1669060176
454,Caconda,-13.7333,15.0667,60.46,88,100,1.95,AO,1669060176
455,Khedbrahma,24.0333,73.05,64.69,33,0,5.06,IN,1669060177
456,Büyükçavuşlu,41.2423,28.0646,53.8,87,75,0.0,TR,1669060177
457,Matsuura,33.3271,129.721,57.88,79,98,9.35,JP,1669060178
458,Shimoda,34.6667,138.95,61.3,80,43,4.21,JP,1669060178
459,Aktash,50.3,87.7333,7.11,84,100,4.5,RU,1669060178
460,Chegdomyn,51.1167,133.0167,2.28,99,100,0.76,RU,1669060178
461,Rock Sound,24.9,-76.2,80.74,74,25,14.67,BS,1669060179
462,Sinjār,36.3209,41.8754,62.17,37,100,1.81,IQ,1669060179
463,Lagos,6.5833,3.75,82.72,89,100,4.47,NG,1669060180
464,Birao,10.2849,22.7882,75.6,24,0,5.21,CF,1669060180
465,Rovaniemi,66.5,25.7167,2.61,85,20,3.44,FI,1669060180
466,Kavaratti,10.5669,72.642,81.16,49,0,5.57,IN,1669060181
467,San Quintín,30.4833,-115.95,70.59,24,74,4.25,MX,1669060181
468,Rohtak,28.9,76.5667,62.8,32,0,6.02,IN,1669059965
469,Muroto-misakicho,33.2833,134.15,63.88,67,40,7.85,JP,1669060182
470,Rundu,-17.9333,19.7667,82.62,21,77,5.68,NA,1669060182
471,Dolisie,-4.1997,12.6739,72.05,92,58,0.67,CG,1669060183
472,Richards Bay,-28.783,32.0377,70.05,71,78,12.46,ZA,1669060157
473,Ballina,-28.8667,153.5667,63.3,50,100,10.11,AU,1669060183
474,Senneterre,48.3835,-77.2328,27.72,95,100,11.18,CA,1669060184
475,Novoorsk,51.381,58.9813,21.85,96,100,4.92,RU,1669060184
476,Mae Hong Son,19.3003,97.9685,70.32,97,8,1.43,TH,1669060184
477,Polson,47.6936,-114.1632,26.78,98,90,2.24,US,1669060107
478,Calvià,39.5657,2.5062,64.96,73,100,31.83,ES,1669060185
479,Poya,-21.35,165.15,79.43,77,3,4.47,NC,1669060185
480,Vila Franca do Campo,37.7167,-25.4333,68.2,91,100,13.22,PT,1669059913
481,Bani Walid,31.7566,13.9942,57.49,41,0,5.61,LY,1669060186
482,Tautira,-17.7333,-149.15,77.0,81,30,12.93,PF,1669060187
483,Las Palmas,28.4204,-14.0131,66.99,78,20,19.57,ES,1669060187
484,Muros,42.7762,-9.0603,51.84,83,62,17.69,ES,1669060187
485,Ocean City,39.2776,-74.5746,45.0,45,0,7.0,US,1669059912
486,Buala,-8.145,159.5921,81.54,77,13,8.68,SB,1669060188
487,Dwārka,22.2394,68.9678,77.54,58,3,5.53,IN,1669060189
488,Colac,-38.3333,143.5833,49.84,88,100,12.08,AU,1669060189
489,Kropotkin,45.4375,40.5756,59.2,55,100,7.63,RU,1669060189
490,Hangu,39.2489,117.7892,41.04,56,100,7.09,CN,1669060190
491,Arrondissement de Vire,48.9167,-0.8333,43.99,85,56,11.77,FR,1669060190
492,Mahonda,-6.45,39.4667,80.71,87,96,9.57,TZ,1669060190
493,Dalian,38.9122,121.6022,37.33,44,0,2.24,CN,1669060191
494,Ciudad Juárez,31.7333,-106.4833,56.19,43,0,3.44,MX,1669059978
495,Barreirinhas,-2.7469,-42.8264,83.32,65,80,10.6,BR,1669060191
496,Nichinan,31.6,131.3667,61.41,77,75,3.58,JP,1669060192
497,Chhor,25.5167,69.7667,70.84,32,0,4.05,PK,1669060192
498,João Pinheiro,-17.7425,-46.1725,81.16,48,99,5.59,BR,1669059905
499,Saint Anthony,45.0205,-93.218,33.8,58,0,8.05,US,1669060193
500,Harper,4.375,-7.7169,78.49,83,43,7.29,LR,1669060186
501,Innisfail,-17.5333,146.0333,76.78,87,66,5.93,AU,1669060193
502,Port Hedland,-20.3167,118.5667,71.65,73,100,12.66,AU,1669060194
503,Christchurch,-43.5333,172.6333,63.41,51,99,6.91,NZ,1669060051
504,Modāsa,23.4667,73.3,66.15,32,0,5.5,IN,1669060194
505,Merauke,-8.4667,140.3333,78.35,89,47,6.46,ID,1669060195
506,Natá,8.3333,-80.5167,82.27,84,100,0.13,PA,1669060195
507,Tevriz,57.509,72.4042,12.38,92,100,8.16,RU,1669060195
508,San Jerónimo,-11.9472,-75.2829,62.38,51,75,9.22,PE,1669060196
509,Isangel,-19.55,169.2667,81.3,75,5,5.64,VU,1669060196
510,Vilhena,-12.7406,-60.1458,71.82,94,75,3.44,BR,1669060196
511,Salé,34.0389,-6.8166,62.74,94,40,4.61,MA,1669060197
512,Ostrovnoy,68.0531,39.5131,30.6,93,100,6.67,RU,1669059908
513,Agadez,19.75,10.25,69.91,20,100,8.77,NE,1669060197
514,Aberdeen,57.1437,-2.0981,43.29,87,75,4.61,GB,1669059625
515,Pechenga,69.5259,31.1703,22.84,89,61,4.56,RU,1669060198
516,Kalmar,56.6616,16.3616,33.73,98,75,11.5,SE,1669060198
517,Tocopilla,-22.092,-70.1979,67.98,63,21,4.41,CL,1669060018
518,Saldanha,-33.0117,17.9442,62.65,77,98,14.43,ZA,1669060053
519,El Quince,20.5333,-103.2833,79.14,36,47,3.38,MX,1669060199
520,Kloulklubed,7.0419,134.2556,77.5,78,87,10.13,PW,1669060200
521,Batemans Bay,-35.7167,150.1833,54.1,47,0,9.93,AU,1669060200
522,Kortkeros,61.8106,51.5806,19.4,96,94,2.24,RU,1669060201
523,Pemangkat,1.1667,108.9667,78.22,86,79,5.28,ID,1669060201
524,La Ronge,55.1001,-105.2842,23.25,80,100,9.22,CA,1669060201
525,Lālpur,22.2,69.9667,73.8,35,4,5.82,IN,1669060202
526,Ketchikan,55.3422,-131.6461,46.87,87,100,24.16,US,1669060202
527,Kieta,-6.2167,155.6333,78.96,76,12,2.3,PG,1669060203
528,Vostok,46.4856,135.8833,6.8,89,11,5.14,RU,1669060203
529,Umuarama,-23.7664,-53.325,66.79,91,100,14.7,BR,1669060204
530,Kuusamo,65.9667,29.1833,3.24,85,75,1.14,FI,1669060204
531,Kokopo,-4.352,152.2633,77.77,77,12,3.58,PG,1669060204
532,Teknāf,20.8624,92.3058,73.17,79,6,8.61,BD,1669060205
533,Guhāgar,17.4842,73.1929,69.06,52,100,5.68,IN,1669060205
534,Mastic Beach,40.7668,-72.8521,40.98,49,0,10.36,US,1669060206
535,San Andrés,12.5847,-81.7006,86.02,70,75,13.8,CO,1669060206
536,Codrington,-38.2667,141.9667,51.82,84,100,19.64,AU,1669060206
537,Lityn,49.3251,28.0809,29.07,96,95,9.86,UA,1669060207
538,Quepos,9.4236,-84.1652,78.64,87,100,3.0,CR,1669060207
539,Alekseyevskaya,50.2896,42.1845,40.8,99,100,3.98,RU,1669060208
540,Anloga,5.7947,0.8973,81.14,79,87,11.88,GH,1669060208
541,Kungurtug,50.5994,97.5228,5.74,98,96,1.77,RU,1669060208
542,Karasjok,69.4719,25.5112,4.37,89,5,1.32,NO,1669060209
543,Mareeba,-17.0,145.4333,76.44,83,59,2.59,AU,1669060209
544,Kimbe,-5.5502,150.1429,76.37,92,15,2.48,PG,1669060210
545,Champagnole,46.7445,5.9135,45.48,93,100,10.85,FR,1669060210
546,Nome,64.5011,-165.4064,28.47,86,100,0.0,US,1669060210
547,Pastavy,55.1168,26.8326,22.46,96,100,5.37,BY,1669060211
548,Verkhnevilyuysk,63.4453,120.3167,-13.63,99,100,1.72,RU,1669060211
549,Artigas,-30.4,-56.4667,68.2,93,100,9.8,UY,1669060211
550,Coruripe,-10.1256,-36.1756,78.4,75,100,10.51,BR,1669060212
551,Praia,14.9215,-23.5087,77.54,69,40,18.41,CV,1669060212
552,Sept-Îles,50.2001,-66.3821,27.12,67,75,9.22,CA,1669060212
553,Berezovyy,51.6667,135.7,14.23,69,12,4.59,RU,1669060213
554,Novo Aripuanã,-5.1206,-60.3797,88.68,54,90,3.0,BR,1669060213
555,Tyul'gan,52.3405,56.166,14.5,96,100,1.97,RU,1669060214
556,Vercelli,45.3231,8.4153,47.91,73,100,11.27,IT,1669060214
557,Orotukan,62.2667,151.7,-7.8,99,100,3.76,RU,1669060214
558,Graneros,-34.0667,-70.7333,86.18,20,0,10.36,CL,1669060215
559,Fort Nelson,58.8053,-122.7002,26.94,72,40,5.75,CA,1669060215
560,Korla,41.7597,86.1469,35.8,41,49,5.26,CN,1669060215
561,Mayo,38.8876,-76.5119,50.11,54,0,14.97,US,1669060216
562,Shelburne,44.0787,-80.2041,36.05,70,22,23.42,CA,1669060216
563,Linxia Chengguanzhen,35.6003,103.2064,33.94,52,0,1.48,CN,1669060216
564,Salta,-24.7859,-65.4117,60.58,74,100,6.91,AR,1669060217
565,Djibouti,11.5,42.5,72.84,65,7,12.35,DJ,1669060217
566,Old Shinyanga,-3.55,33.4,68.09,86,98,9.06,TZ,1669060218
567,Berlevåg,70.8578,29.0864,39.15,81,100,11.5,NO,1669060218
568,Kuytun,54.3419,101.5036,4.39,97,100,0.94,RU,1669060218
569,Ruwi,23.5996,58.5507,76.21,61,2,5.35,OM,1669060219
570,Broken Hill,-31.95,141.4333,49.19,58,84,3.76,AU,1669060219
571,Sol'-Iletsk,51.1631,54.9918,29.71,97,100,3.33,RU,1669060220
572,Chipinge,-20.1883,32.6236,61.43,91,79,3.98,ZW,1669060220
573,Singkawang,0.9,109.0,76.78,90,99,3.11,ID,1669060221
574,Baiyin,36.5583,104.2081,36.57,36,67,4.94,CN,1669060221
575,Stuttgart,48.7823,9.177,44.76,88,0,2.3,DE,1669060221
576,Great Yarmouth,52.6083,1.7305,49.01,87,100,31.7,GB,1669060222
577,Bayan,46.0833,127.4,17.01,52,0,4.56,CN,1669060222
578,Garoowe,8.4054,48.4845,74.7,45,60,15.61,SO,1669060223
579,Churapcha,62.0025,132.4325,-25.92,100,100,3.18,RU,1669060223
580,Palu,-0.8917,119.8707,75.99,94,100,3.11,ID,1669060223
581,Kabanjahe,3.1001,98.4908,60.69,98,97,3.89,ID,1669060224
582,Nizhnyaya Tavda,57.6731,66.1725,15.82,93,68,9.08,RU,1669060224
583,Nadym,65.5333,72.5167,-4.76,94,100,19.39,RU,1669060224
584,Barra de Tecoanapa,16.5167,-98.75,84.06,67,8,8.99,MX,1669060225
585,Sarnen,46.8985,8.2507,45.57,77,100,3.44,CH,1669060225
586,Longyan,25.1072,117.0225,67.57,89,100,1.63,CN,1669060225
587,Hayden,47.766,-116.7866,37.72,66,40,6.91,US,1669060226
588,Marihatag,8.7936,126.2969,76.41,88,98,3.44,PH,1669060226
589,Xapuri,-10.6517,-68.5044,90.25,48,100,4.09,BR,1669060227
590,Cherskiy,68.75,161.3,-33.38,100,92,3.44,RU,1669060227
